postcode, total_installations_quantity
"2795",31
"2000",0
"2007",0
"2008",2
"2017",0
"2009",0
"2010",4
"2011",0
"2015",3
"2016",4
"2018",2
"2022",1
"2019",2
"2020",0
"2021",7
"2023",4
"2032",6
"2024",3
"2025",2
"2026",2
"2027",1
"2192",4
"2028",0
"2193",13
"2029",1
"2030",2
"2031",14
"2033",0
"2038",10
"2034",11
"2035",11
"2036",13
"2037",8
"2048",3
"2039",6
"2122",18
"2123",0
"2125",10
"2040",17
"2041",19
"2042",10
"2043",4
"2044",4
"2045",4
"2046",9
"2047",2
"2049",10
"2050",3
"2060",1
"2061",0
"2062",0
"2063",4
"2064",2
"2065",10
"2066",21
"2067",9
"2068",7
"2069",6
"2070",8
"2071",13
"2072",11
"2073",17
"2074",24
"2075",15
"2076",23
"2077",32
"2079",14
"2080",1
"2081",12
"2082",8
"2083",4
"2084",5
"2085",5
"2086",8
"2087",13
"2088",16
"2089",2
"2090",4
"2092",8
"2093",14
"2094",1
"2095",1
"2096",5
"2097",8
"2099",6
"2100",14
"2101",9
"2102",2
"2103",4
"2104",3
"2105",3
"2106",4
"2107",15
"2108",0
"2110",11
"2111",5
"2112",13
"2113",7
"2114",10
"2115",5
"2139",0
"2116",1
"2117",8
"2118",14
"2143",1
"2144",6
"2145",26
"2146",10
"2147",32
"2119",9
"2120",19
"2121",16
"2126",7
"2127",30
"2148",34
"2128",0
"2130",4
"2157",6
"2158",10
"2159",14
"2131",5
"2171",2
"2172",1
"2173",1
"2174",0
"2132",4
"2133",4
"2177",0
"2178",1
"2179",5
"2134",6
"2191",5
"2135",7
"2325",47
"2136",2
"2137",13
"2138",5
"2140",1
"2141",3
"2142",4
"2150",0
"2151",4
"2152",3
"2153",30
"2154",18
"2155",17
"2156",66
"2160",6
"2161",8
"2162",10
"2163",4
"2164",3
"2165",11
"2166",4
"2167",9
"2168",9
"2170",26
"2175",3
"2176",13
"2530",29
"2190",3
"2194",3
"2555",2
"2556",2
"2557",3
"2195",5
"2196",5
"2198",8
"2197",2
"2203",2
"2199",3
"2200",7
"2204",13
"2214",2
"2205",5
"2206",6
"2207",7
"2745",5
"2747",16
"2208",6
"2209",10
"2210",9
"2211",7
"2212",6
"2213",9
"2216",3
"2217",5
"2218",3
"2219",8
"2220",9
"2221",8
"2222",3
"2223",11
"2224",9
"2225",4
"2226",14
"2227",16
"2228",11
"2229",21
"2230",21
"2231",0
"2232",31
"2233",41
"2234",37
"2250",42
"2251",39
"2256",22
"2257",33
"2258",9
"2259",64
"2260",27
"2261",51
"2262",15
"2263",22
"2264",20
"2265",20
"2281",30
"2330",48
"2500",33
"2502",3
"2505",5
"2506",12
"2508",24
"2515",14
"2516",15
"2517",6
"2518",22
"2519",16
"2525",10
"2526",12
"2558",3
"2559",0
"2560",89
"2563",1
"2564",32
"2565",17
"2566",36
"2567",10
"2568",24
"2569",3
"2570",23
"2571",19
"2572",4
"2573",3
"2574",1
"2575",15
"2576",7
"2577",13
"2579",10
"2580",7
"2774",18
"2775",2
"2748",2
"2749",0
"2750",27
"2752",6
"2753",19
"2754",9
"2756",21
"2757",0
"2758",11
"2759",4
"2760",15
"2761",3
"2762",3
"2763",8
"2765",7
"2766",5
"2767",6
"2783",5
"2768",9
"2769",0
"2770",17
"2773",10
"2776",3
"2777",21
"2778",8
"2779",4
"2780",4
"2784",1
"2785",2
"2786",0
"2782",8
"2787",7
"2790",9
"2845",1
"2846",0
"2847",3
"2849",4
"2850",20
