postcode, total_installations_quantity
"2795",12
"2000",0
"2007",0
"2008",1
"2017",1
"2009",0
"2010",1
"2011",0
"2015",1
"2016",0
"2018",1
"2022",0
"2019",0
"2020",2
"2021",4
"2023",0
"2032",0
"2024",2
"2025",3
"2026",4
"2027",1
"2192",0
"2028",0
"2193",3
"2029",0
"2030",0
"2031",3
"2033",0
"2038",9
"2034",1
"2035",5
"2036",6
"2037",5
"2048",0
"2039",8
"2122",4
"2123",0
"2125",8
"2040",21
"2041",9
"2042",9
"2043",1
"2044",1
"2045",1
"2046",4
"2047",0
"2049",2
"2050",3
"2060",1
"2061",0
"2062",5
"2063",1
"2064",0
"2065",1
"2066",6
"2067",1
"2068",1
"2069",3
"2070",6
"2071",1
"2072",1
"2073",8
"2074",10
"2075",7
"2076",10
"2077",7
"2079",1
"2080",2
"2081",3
"2082",7
"2083",0
"2084",2
"2085",3
"2086",9
"2087",5
"2088",2
"2089",1
"2090",1
"2092",1
"2093",4
"2094",0
"2095",1
"2096",0
"2097",3
"2099",7
"2100",11
"2101",4
"2102",2
"2103",4
"2104",1
"2105",3
"2106",3
"2107",4
"2108",0
"2110",0
"2111",4
"2112",3
"2113",4
"2114",7
"2115",3
"2139",0
"2116",1
"2117",7
"2118",13
"2143",0
"2144",1
"2145",18
"2146",8
"2147",13
"2119",5
"2120",11
"2121",12
"2126",3
"2127",0
"2148",15
"2128",0
"2130",2
"2157",6
"2158",2
"2159",4
"2131",4
"2171",7
"2172",1
"2173",0
"2174",0
"2132",1
"2133",0
"2177",0
"2178",2
"2179",0
"2134",0
"2191",0
"2135",3
"2325",32
"2136",1
"2137",3
"2138",0
"2140",1
"2141",4
"2142",2
"2150",1
"2151",7
"2152",5
"2153",30
"2154",6
"2155",11
"2156",8
"2160",3
"2161",3
"2162",6
"2163",3
"2164",4
"2165",13
"2166",12
"2167",3
"2168",5
"2170",27
"2175",0
"2176",15
"2530",38
"2190",2
"2194",1
"2555",0
"2556",0
"2557",4
"2195",1
"2196",7
"2198",3
"2197",2
"2203",4
"2199",4
"2200",3
"2204",6
"2214",2
"2205",2
"2206",2
"2207",9
"2745",17
"2747",18
"2208",3
"2209",2
"2210",12
"2211",5
"2212",5
"2213",8
"2216",4
"2217",2
"2218",1
"2219",0
"2220",4
"2221",3
"2222",0
"2223",8
"2224",7
"2225",3
"2226",7
"2227",5
"2228",4
"2229",10
"2230",8
"2231",1
"2232",16
"2233",19
"2234",23
"2250",34
"2251",27
"2256",10
"2257",22
"2258",6
"2259",76
"2260",15
"2261",35
"2262",27
"2263",28
"2264",40
"2265",19
"2281",53
"2330",31
"2500",10
"2502",6
"2505",2
"2506",1
"2508",33
"2515",7
"2516",2
"2517",3
"2518",6
"2519",9
"2525",8
"2526",6
"2558",6
"2559",0
"2560",39
"2563",0
"2564",6
"2565",5
"2566",8
"2567",3
"2568",4
"2569",2
"2570",18
"2571",12
"2572",3
"2573",2
"2574",2
"2575",13
"2576",3
"2577",10
"2579",2
"2580",11
"2774",6
"2775",1
"2748",0
"2749",4
"2750",21
"2752",18
"2753",17
"2754",11
"2756",25
"2757",1
"2758",17
"2759",8
"2760",18
"2761",1
"2762",2
"2763",9
"2765",10
"2766",3
"2767",5
"2783",2
"2768",0
"2769",0
"2770",16
"2773",3
"2776",3
"2777",1
"2778",1
"2779",1
"2780",5
"2784",0
"2785",1
"2786",0
"2782",3
"2787",0
"2790",1
"2845",1
"2846",0
"2847",1
"2849",1
"2850",7
