postcode, total_installations_quantity
"2795",4
"2000",0
"2007",0
"2008",3
"2017",2
"2009",0
"2010",1
"2011",0
"2015",8
"2016",1
"2018",0
"2022",1
"2019",2
"2020",1
"2021",4
"2023",1
"2032",4
"2024",3
"2025",1
"2026",5
"2027",1
"2192",3
"2028",0
"2193",7
"2029",0
"2030",5
"2031",5
"2033",0
"2038",18
"2034",0
"2035",5
"2036",16
"2037",32
"2048",12
"2039",19
"2122",7
"2123",1
"2125",7
"2040",11
"2041",23
"2042",6
"2043",0
"2044",3
"2045",0
"2046",3
"2047",0
"2049",8
"2050",0
"2060",1
"2061",0
"2062",0
"2063",1
"2064",1
"2065",4
"2066",4
"2067",2
"2068",4
"2069",2
"2070",6
"2071",2
"2072",1
"2073",6
"2074",9
"2075",6
"2076",13
"2077",11
"2079",8
"2080",3
"2081",7
"2082",11
"2083",4
"2084",3
"2085",5
"2086",3
"2087",7
"2088",4
"2089",1
"2090",1
"2092",1
"2093",7
"2094",1
"2095",1
"2096",2
"2097",2
"2099",6
"2100",8
"2101",6
"2102",1
"2103",2
"2104",2
"2105",1
"2106",2
"2107",4
"2108",3
"2110",4
"2111",5
"2112",10
"2113",14
"2114",6
"2115",2
"2139",0
"2116",0
"2117",11
"2118",17
"2143",3
"2144",4
"2145",14
"2146",6
"2147",15
"2119",13
"2120",9
"2121",6
"2126",3
"2127",111
"2148",16
"2128",0
"2130",0
"2157",6
"2158",5
"2159",11
"2131",5
"2171",26
"2172",0
"2173",0
"2174",0
"2132",1
"2133",2
"2177",3
"2178",0
"2179",0
"2134",1
"2191",0
"2135",7
"2325",87
"2136",1
"2137",5
"2138",2
"2140",0
"2141",3
"2142",5
"2150",1
"2151",3
"2152",2
"2153",22
"2154",25
"2155",24
"2156",15
"2160",18
"2161",8
"2162",12
"2163",3
"2164",12
"2165",20
"2166",24
"2167",3
"2168",5
"2170",32
"2175",0
"2176",20
"2530",35
"2190",4
"2194",4
"2555",0
"2556",0
"2557",0
"2195",1
"2196",5
"2198",7
"2197",15
"2203",4
"2199",1
"2200",8
"2204",7
"2214",7
"2205",2
"2206",9
"2207",7
"2745",11
"2747",23
"2208",4
"2209",2
"2210",12
"2211",6
"2212",14
"2213",33
"2216",3
"2217",5
"2218",3
"2219",5
"2220",6
"2221",1
"2222",2
"2223",15
"2224",15
"2225",3
"2226",27
"2227",16
"2228",13
"2229",25
"2230",15
"2231",2
"2232",35
"2233",29
"2234",37
"2250",95
"2251",73
"2256",20
"2257",51
"2258",7
"2259",124
"2260",22
"2261",28
"2262",19
"2263",21
"2264",65
"2265",30
"2281",46
"2330",27
"2500",13
"2502",8
"2505",2
"2506",4
"2508",18
"2515",8
"2516",0
"2517",12
"2518",5
"2519",6
"2525",7
"2526",11
"2558",1
"2559",8
"2560",40
"2563",0
"2564",9
"2565",13
"2566",17
"2567",15
"2568",3
"2569",10
"2570",77
"2571",47
"2572",6
"2573",0
"2574",10
"2575",29
"2576",6
"2577",33
"2579",9
"2580",9
"2774",12
"2775",2
"2748",7
"2749",12
"2750",59
"2752",10
"2753",45
"2754",5
"2756",23
"2757",0
"2758",26
"2759",9
"2760",25
"2761",15
"2762",0
"2763",7
"2765",26
"2766",4
"2767",7
"2783",3
"2768",7
"2769",0
"2770",10
"2773",3
"2776",0
"2777",12
"2778",7
"2779",5
"2780",2
"2784",2
"2785",1
"2786",1
"2782",4
"2787",0
"2790",6
"2845",0
"2846",0
"2847",2
"2849",1
"2850",6
