postcode, total_installations_quantity
"2000",0
"2007",0
"2008",3
"2017",2
"2009",0
"2010",2
"2011",0
"2015",1
"2016",0
"2018",0
"2022",3
"2019",0
"2020",2
"2021",0
"2023",1
"2032",1
"2024",2
"2025",0
"2026",3
"2027",1
"2192",2
"2193",5
"2028",0
"2029",1
"2030",2
"2031",6
"2033",1
"2038",8
"2034",1
"2035",5
"2036",9
"2037",13
"2048",3
"2039",4
"2122",4
"2123",0
"2125",3
"2040",19
"2041",8
"2042",1
"2043",1
"2044",0
"2045",1
"2046",3
"2047",1
"2049",5
"2050",1
"2060",3
"2061",0
"2062",0
"2063",1
"2064",2
"2065",3
"2066",7
"2067",1
"2068",4
"2069",2
"2070",2
"2071",2
"2072",3
"2073",5
"2074",15
"2075",2
"2076",4
"2077",9
"2079",7
"2080",2
"2081",4
"2082",3
"2083",3
"2084",0
"2085",5
"2086",5
"2087",3
"2088",4
"2089",1
"2090",0
"2092",0
"2093",4
"2094",1
"2095",1
"2096",4
"2097",2
"2099",7
"2100",12
"2101",4
"2102",1
"2103",2
"2104",2
"2105",1
"2106",4
"2107",2
"2108",0
"2110",3
"2111",2
"2112",6
"2113",6
"2114",3
"2115",2
"2139",0
"2116",2
"2117",2
"2118",5
"2143",1
"2144",0
"2145",7
"2146",3
"2147",9
"2148",5
"2119",4
"2120",3
"2121",2
"2126",2
"2127",0
"2157",3
"2158",0
"2159",3
"2128",0
"2130",0
"2172",0
"2173",1
"2131",3
"2174",0
"2132",0
"2133",0
"2177",0
"2178",0
"2179",0
"2134",0
"2191",1
"2135",1
"2325",17
"2136",0
"2137",2
"2138",6
"2140",0
"2141",2
"2142",0
"2150",1
"2151",2
"2152",1
"2153",6
"2154",10
"2155",0
"2156",5
"2160",3
"2161",3
"2162",3
"2163",3
"2164",5
"2165",5
"2166",6
"2167",3
"2168",3
"2170",10
"2171",6
"2175",0
"2530",9
"2176",6
"2555",0
"2556",0
"2557",0
"2190",3
"2194",0
"2195",1
"2196",3
"2198",3
"2197",2
"2203",0
"2199",1
"2200",5
"2745",4
"2747",6
"2204",1
"2214",2
"2205",1
"2206",4
"2207",4
"2208",2
"2209",2
"2210",7
"2211",5
"2212",2
"2213",6
"2216",3
"2217",0
"2218",1
"2219",9
"2220",6
"2221",2
"2222",1
"2223",4
"2224",2
"2225",2
"2226",4
"2227",3
"2228",6
"2229",3
"2230",8
"2231",2
"2232",11
"2233",25
"2234",12
"2250",26
"2251",9
"2256",12
"2257",17
"2258",1
"2259",20
"2260",10
"2261",10
"2262",8
"2263",10
"2264",22
"2265",8
"2281",15
"2330",2
"2500",5
"2502",1
"2505",4
"2506",0
"2508",1
"2515",2
"2516",0
"2517",0
"2518",3
"2519",3
"2525",2
"2526",2
"2558",3
"2559",0
"2560",22
"2563",0
"2564",1
"2565",7
"2566",8
"2567",1
"2568",0
"2569",1
"2570",8
"2571",1
"2572",0
"2573",2
"2574",0
"2575",1
"2576",0
"2577",6
"2579",2
"2580",4
"2774",6
"2775",0
"2748",0
"2749",2
"2750",13
"2752",3
"2753",5
"2754",0
"2756",11
"2757",0
"2758",4
"2759",3
"2760",5
"2761",1
"2762",1
"2763",0
"2765",2
"2766",0
"2767",1
"2783",0
"2768",0
"2769",0
"2770",4
"2773",3
"2776",5
"2777",5
"2778",2
"2779",3
"2780",3
"2784",1
"2785",0
"2786",0
"2787",0
"2782",4
"2790",1
"2795",1
"2845",0
"2846",0
"2847",0
"2849",0
"2850",2
