,postcode, total_installations_quantity
1479,4287,29.0
1480,4300,2038.0
1481,4301,1070.0
1482,4303,110.0
1483,4304,690.0
1484,4305,2039.0
1485,4306,2234.0
1486,4307,57.0
1487,4309,134.0
1488,4310,304.0
1489,4311,575.0
1490,4312,188.0
1491,4313,107.0
1492,4340,264.0
1493,4341,1007.0
1494,4342,123.0
1495,4343,501.0
1496,4344,167.0
1497,4345,5.0
1498,4346,56.0
1499,4347,91.0
1500,4350,3352.0
1501,4352,1717.0
1502,4353,29.0
1503,4354,53.0
1504,4355,157.0
1505,4356,158.0
1506,4357,81.0
1507,4358,127.0
1508,4359,88.0
1509,4360,23.0
1510,4361,101.0
1511,4362,72.0
1512,4363,39.0
1513,4364,7.0
1514,4365,18.0
1515,4370,706.0
1516,4371,35.0
1517,4372,5.0
1518,4373,29.0
1519,4374,11.0
1520,4375,5.0
1521,4376,5.0
1522,4377,9.0
1523,4378,6.0
1524,4380,167.0
1525,4381,9.0
1526,4382,17.0
1527,4383,16.0
1528,4385,25.0
1529,4387,23.0
1530,4388,11.0
1531,4390,139.0
1532,4400,116.0
1533,4401,217.0
1534,4402,16.0
1535,4403,27.0
1536,4404,12.0
1537,4405,210.0
1538,4406,23.0
1539,4407,12.0
1540,4408,12.0
1541,4410,31.0
1542,4411,5.0
1543,4412,8.0
1544,4413,191.0
1545,4415,219.0
1546,4416,6.0
1547,4417,6.0
1548,4418,145.0
1549,4419,18.0
1550,4420,23.0
1551,4421,42.0
1552,4422,11.0
1553,4423,6.0
1554,4424,2.0
1555,4425,2.0
1556,4426,5.0
1557,4427,9.0
1558,4428,160.0
1559,4454,59.0
1560,4455,110.0
1561,4462,2.0
1562,4465,12.0
1563,4467,2.0
1564,4468,7.0
1565,4470,32.0
1566,4472,19.0
1567,4477,4.0
1568,4478,11.0
1569,4479,1.0
1570,4480,1.0
1571,4481,10.0
1572,4482,6.0
1573,4486,16.0
1574,4487,42.0
1575,4488,5.0
1576,4490,19.0
1577,4491,1.0
1578,4492,123.0
1579,4493,3.0
1580,4494,7.0
1581,4496,6.0
1582,4497,9.0
1583,4498,1.0
1584,4500,1804.0
1585,4501,202.0
1586,4502,408.0
1587,4503,1464.0
1588,4504,1027.0
1589,4505,1285.0
1590,4506,1015.0
1591,4507,1321.0
1592,4508,889.0
1593,4509,945.0
1594,4510,2647.0
1595,4511,574.0
1596,4512,272.0
1597,4514,404.0
1598,4515,243.0
1599,4516,302.0
1600,4517,48.0
1601,4518,357.0
1602,4519,571.0
1603,4520,929.0
1604,4521,347.0
1605,4550,293.0
1606,4551,3073.0
1607,4552,935.0
1608,4553,430.0
1609,4554,140.0
1610,4555,511.0
1611,4556,2184.0
1612,4557,832.0
1613,4558,705.0
1614,4559,423.0
1615,4560,2238.0
1616,4561,552.0
1617,4562,654.0
1618,4563,687.0
1619,4564,648.0
1620,4565,856.0
1621,4566,397.0
1622,4567,510.0
1623,4568,303.0
1624,4569,135.0
1625,4570,2430.0
1626,4571,73.0
1627,4572,121.0
1628,4573,1446.0
1629,4574,86.0
1630,4575,1502.0
1631,4580,501.0
1632,4581,123.0
1633,4600,60.0
1634,4601,35.0
1635,4605,79.0
1636,4606,95.0
1637,4608,37.0
1638,4610,425.0
1639,4611,2.0
1640,4612,15.0
1641,4613,22.0
1642,4614,58.0
1643,4615,349.0
1644,4620,23.0
1645,4621,89.0
1646,4625,83.0
1647,4626,38.0
1648,4627,21.0
1649,4630,57.0
1650,4650,2324.0
1651,4655,5504.0
1652,4659,620.0
1653,4660,619.0
1654,4662,48.0
1655,4670,4804.0
1656,4671,384.0
1657,4673,48.0
1658,4674,143.0
1659,4676,21.0
1660,4677,221.0
1661,4678,58.0
1662,4680,2200.0
1663,4694,14.0
1664,4695,67.0
1665,4697,10.0
1666,4699,44.0
1667,4700,1132.0
1668,4701,2627.0
1669,4702,1926.0
1670,4703,1866.0
1671,4704,14.0
1672,4705,25.0
1673,4706,2.0
1674,4707,19.0
1675,4709,343.0
1676,4710,340.0
1677,4711,171.0
1678,4712,18.0
1679,4713,3.0
1680,4714,168.0
1681,4715,193.0
1682,4716,27.0
1683,4717,219.0
1684,4718,83.0
1685,4719,34.0
1686,4720,709.0
1687,4721,160.0
1688,4722,39.0
1689,4723,31.0
1690,4724,15.0
1691,4725,26.0
1692,4726,10.0
1693,4727,7.0
1694,4728,8.0
1695,4730,118.0
1696,4731,9.0
1697,4732,1.0
1698,4735,17.0
1699,4736,4.0
1700,4737,236.0
1701,4738,22.0
1702,4739,11.0
1703,4740,2079.0
1704,4741,221.0
1705,4742,19.0
1706,4743,56.0
1707,4744,290.0
1708,4745,130.0
1709,4746,280.0
1710,4750,207.0
1711,4751,125.0
1712,4753,171.0
1713,4754,85.0
1714,4756,11.0
1715,4757,10.0
1716,4798,31.0
1717,4799,35.0
1718,4800,230.0
1719,4802,186.0
1720,4803,3.0
1721,4804,39.0
1722,4805,137.0
1723,4806,38.0
1724,4807,145.0
1725,4808,14.0
1726,4809,23.0
1727,4810,448.0
1728,4811,270.0
1729,4812,311.0
1730,4814,1085.0
1731,4815,574.0
1732,4816,233.0
1733,4817,776.0
1734,4818,810.0
1735,4819,97.0
1736,4820,334.0
1737,4821,17.0
1738,4822,20.0
1739,4823,7.0
1740,4824,16.0
1741,4825,647.0
1742,4828,1.0
1743,4829,17.0
1744,4830,44.0
1745,4849,70.0
1746,4850,99.0
1747,4852,139.0
1748,4854,113.0
1749,4855,23.0
1750,4856,17.0
1751,4858,34.0
1752,4859,20.0
1753,4860,194.0
1754,4861,33.0
1755,4865,372.0
1756,4868,808.0
1757,4869,701.0
1758,4870,2500.0
1759,4871,725.0
1760,4872,329.0
1761,4873,278.0
1762,4874,103.0
1763,4875,137.0
1764,4876,25.0
1765,4877,117.0
1766,4878,676.0
1767,4879,886.0
1768,4880,981.0
1769,4881,268.0
1770,4882,227.0
1771,4883,324.0
1772,4884,111.0
1773,4885,192.0
1774,4886,19.0
1775,4887,72.0
1776,4888,102.0
1777,4890,25.0
1778,4891,10.0
1779,4892,37.0
1780,4895,154.0
1781,5000,269.0
1782,5006,67.0
1783,5007,84.0
1784,5008,179.0
1785,5009,53.0
1786,5010,32.0
1787,5011,119.0
1788,5012,118.0
1789,5013,125.0
1790,5014,144.0
1791,5015,57.0
1792,5016,135.0
1793,5017,77.0
1794,5018,90.0
1795,5019,139.0
1796,5020,53.0
1797,5021,114.0
1798,5022,257.0
1799,5023,256.0
1800,5024,218.0
1801,5025,116.0
1802,5031,106.0
1803,5032,186.0
1804,5033,92.0
1805,5034,149.0
1806,5035,76.0
1807,5037,144.0
1808,5038,217.0
1809,5039,176.0
1810,5040,75.0
1811,5041,295.0
1812,5042,203.0
1813,5043,338.0
1814,5044,231.0
1815,5045,200.0
1816,5046,153.0
1817,5047,164.0
1818,5048,337.0
1819,5049,334.0
1820,5050,312.0
1821,5051,784.0
1822,5052,375.0
1823,5061,113.0
1824,5062,305.0
1825,5063,146.0
1826,5064,207.0
1827,5065,125.0
1828,5066,267.0
1829,5067,106.0
1830,5068,172.0
1831,5069,120.0
1832,5070,154.0
1833,5072,235.0
1834,5073,249.0
1835,5074,181.0
1836,5075,148.0
1837,5076,169.0
1838,5081,137.0
1839,5082,198.0
1840,5083,78.0
1841,5084,109.0
1842,5085,524.0
1843,5086,393.0
1844,5087,166.0
1845,5088,61.0
1846,5089,131.0
1847,5090,181.0
1848,5091,185.0
1849,5092,254.0
1850,5093,185.0
1851,5094,15.0
1852,5095,1878.0
1853,5096,160.0
1854,5097,226.0
1855,5098,297.0
1856,5106,4.0
1857,5107,236.0
1858,5108,606.0
1859,5109,336.0
1860,5110,110.0
1861,5111,7.0
1862,5112,688.0
1863,5113,737.0
1864,5114,1028.0
1865,5115,363.0
1866,5116,197.0
1867,5117,85.0
1868,5118,721.0
1869,5120,55.0
1870,5121,86.0
1871,5125,148.0
1872,5126,123.0
1873,5127,61.0
1874,5131,80.0
1875,5132,26.0
1876,5133,19.0
1877,5134,23.0
1878,5136,20.0
1879,5137,32.0
1880,5138,14.0
1881,5139,15.0
1882,5140,25.0
1883,5141,42.0
1884,5142,28.0
1885,5144,17.0
1886,5150,5.0
1887,5151,13.0
1888,5152,278.0
1889,5153,374.0
1890,5154,168.0
1891,5155,210.0
1892,5156,69.0
1893,5157,188.0
1894,5158,441.0
1895,5159,683.0
1896,5160,1.0
1897,5161,239.0
1898,5162,578.0
1899,5163,272.0
1900,5164,79.0
1901,5165,131.0
1902,5166,26.0
1903,5167,214.0
1904,5168,122.0
1905,5169,311.0
1906,5170,122.0
1907,5171,397.0
1908,5172,334.0
1909,5173,942.0
1910,5174,206.0
1911,5201,89.0
1912,5202,50.0
1913,5203,105.0
1914,5204,274.0
1915,5210,108.0
1916,5211,812.0
1917,5212,95.0
1918,5213,67.0
1919,5214,466.0
1920,5220,5.0
1921,5221,24.0
1922,5222,36.0
1923,5223,128.0
1924,5231,63.0
1925,5232,23.0
1926,5233,74.0
1927,5234,80.0
1928,5235,135.0
1929,5236,13.0
1930,5237,17.0
1931,5238,198.0
1932,5240,28.0
1933,5241,107.0
1934,5242,69.0
1935,5243,48.0
1936,5244,195.0
1937,5245,139.0
1938,5250,128.0
1939,5251,619.0
1940,5252,259.0
1941,5253,609.0
1942,5254,144.0
1943,5255,424.0
1944,5256,75.0
1945,5259,49.0
1946,5260,73.0
1947,5261,24.0
1948,5262,9.0
1949,5263,6.0
1950,5264,31.0
1951,5265,12.0
1952,5266,14.0
1953,5267,40.0
1954,5268,98.0
1955,5269,1.0
1956,5270,14.0
1957,5271,182.0
1958,5272,15.0
1959,5273,1.0
1960,5275,68.0
1961,5276,42.0
1962,5277,48.0
1963,5278,9.0
1964,5279,3.0
1965,5280,104.0
1966,5290,309.0
1967,5291,181.0
1968,5301,13.0
1969,5302,25.0
1970,5303,3.0
1971,5304,34.0
1972,5306,2.0
1973,5307,26.0
1974,5308,2.0
1975,5309,4.0
1976,5310,2.0
1977,5311,3.0
1978,5320,36.0
1979,5321,17.0
1980,5322,47.0
1981,5330,211.0
1982,5331,21.0
1983,5332,15.0
1984,5333,243.0
1985,5340,39.0
1986,5341,207.0
1987,5342,40.0
1988,5343,181.0
1989,5344,18.0
1990,5345,142.0
1991,5346,13.0
1992,5350,30.0
1993,5351,349.0
1994,5352,227.0
1995,5353,151.0
1996,5354,19.0
1997,5355,240.0
1998,5356,32.0
1999,5357,15.0
2000,5360,49.0
2001,5371,85.0
2002,5372,90.0
2003,5373,178.0
2004,5374,61.0
2005,5381,7.0
2006,5400,32.0
2007,5401,41.0
2008,5410,14.0
2009,5411,12.0
2010,5412,55.0
2011,5413,39.0
2012,5414,3.0
2013,5415,5.0
2014,5416,2.0
2015,5417,53.0
2016,5418,1.0
2017,5419,8.0
2018,5420,1.0
2019,5422,67.0
2020,5431,18.0
2021,5432,1.0
2022,5433,52.0
2023,5434,11.0
2024,5440,5.0
2025,5451,23.0
2026,5452,12.0
2027,5453,141.0
2028,5454,11.0
2029,5460,19.0
2030,5461,104.0
2031,5462,15.0
2032,5464,15.0
2033,5470,8.0
2034,5471,2.0
2035,5472,15.0
2036,5473,54.0
2037,5480,95.0
2038,5481,35.0
2039,5482,26.0
2040,5483,15.0
2041,5485,16.0
2042,5490,6.0
2043,5491,90.0
2044,5493,1.0
2045,5495,24.0
2046,5501,376.0
2047,5502,54.0
2048,5510,9.0
2049,5520,15.0
2050,5521,8.0
2051,5522,39.0
2052,5523,91.0
2053,5540,245.0
2054,5550,19.0
2055,5552,5.0
2056,5554,124.0
2057,5555,19.0
2058,5556,105.0
2059,5558,171.0
2060,5560,11.0
2061,5570,19.0
2062,5571,84.0
2063,5572,2.0
2064,5573,89.0
2065,5575,138.0
2066,5576,42.0
2067,5577,21.0
2068,5580,9.0
2069,5581,27.0
2070,5582,33.0
2071,5583,39.0
2072,5600,694.0
2073,5601,5.0
2074,5602,64.0
2075,5603,13.0
2076,5604,4.0
2077,5605,38.0
2078,5606,358.0
2079,5607,137.0
2080,5608,630.0
2081,5609,20.0
2082,5630,4.0
2083,5631,19.0
2084,5632,9.0
2085,5633,6.0
2086,5640,28.0
2087,5641,39.0
2088,5642,4.0
2089,5650,4.0
2090,5651,3.0
2091,5652,19.0
2092,5653,2.0
2093,5654,11.0
2094,5655,2.0
2095,5660,1.0
2096,5661,5.0
2097,5670,12.0
2098,5671,4.0
2099,5680,119.0
2100,5690,279.0
2101,5700,810.0
2102,5710,105.0
2103,5713,2.0
2104,5719,1.0
2105,5720,1.0
2106,5722,25.0
2107,5723,143.0
2108,5724,23.0
2109,5725,130.0
2110,5730,1.0
2111,5731,9.0
2112,5732,8.0
2113,5733,2.0
2114,5734,6.0
2115,5950,1.0
2116,6000,56.0
2117,6003,32.0
2118,6004,30.0
2119,6005,32.0
2120,6006,196.0
2121,6007,125.0
2122,6008,376.0
2123,6009,654.0
2124,6010,568.0
2125,6011,337.0
2126,6012,286.0
2127,6014,694.0
2128,6015,365.0
2129,6016,235.0
2130,6017,122.0
2131,6018,1600.0
2132,6019,726.0
2133,6020,1182.0
2134,6021,1098.0
2135,6022,445.0
2136,6023,1082.0
2137,6024,1073.0
2138,6025,2213.0
2139,6026,1317.0
2140,6027,2405.0
2141,6028,555.0
2142,6029,159.0
2143,6030,1739.0
2144,6031,987.0
2145,6032,79.0
2146,6033,68.0
2147,6034,88.0
2148,6035,982.0
2149,6036,744.0
2150,6037,586.0
2151,6038,876.0
2152,6041,322.0
2153,6042,36.0
2154,6043,57.0
2155,6044,237.0
2156,6050,357.0
2157,6051,227.0
2158,6052,377.0
2159,6053,694.0
2160,6054,1195.0
2161,6055,1383.0
2162,6056,3122.0
2163,6057,1343.0
2164,6058,1001.0
2165,6059,1065.0
2166,6060,774.0
2167,6061,1085.0
2168,6062,1979.0
2169,6063,591.0
2170,6064,1085.0
2171,6065,3771.0
2172,6066,637.0
2173,6067,10.0
2174,6068,7.0
2175,6069,2347.0
2176,6070,658.0
2177,6071,585.0
2178,6072,166.0
2179,6073,572.0
2180,6074,161.0
2181,6076,3579.0
2182,6077,101.0
2183,6078,52.0
2184,6079,3.0
2185,6081,866.0
2186,6082,537.0
2187,6083,568.0
2188,6084,1388.0
2189,6090,2.0
2190,6100,395.0
2191,6101,460.0
2192,6102,339.0
2193,6103,276.0
2194,6104,651.0
2195,6105,807.0
2196,6106,13.0
2197,6107,2510.0
2198,6108,1215.0
2199,6109,686.0
2200,6110,2213.0
2201,6111,2417.0
2202,6112,4185.0
2203,6121,429.0
2204,6122,1613.0
2205,6123,243.0
2206,6124,188.0
2207,6125,557.0
2208,6126,43.0
2209,6147,771.0
2210,6148,1106.0
2211,6149,1212.0
2212,6150,570.0
2213,6151,374.0
2214,6152,770.0
2215,6153,800.0
2216,6154,633.0
2217,6155,2907.0
2218,6156,862.0
2219,6157,694.0
2220,6158,328.0
2221,6159,53.0
2222,6160,307.0
2223,6162,764.0
2224,6163,3322.0
2225,6164,3613.0
2226,6165,18.0
2227,6166,558.0
2228,6167,1959.0
2229,6168,1883.0
2230,6169,2397.0
2231,6170,781.0
2232,6171,2051.0
2233,6172,640.0
2234,6173,620.0
2235,6174,269.0
2236,6175,250.0
2237,6176,147.0
2238,6180,226.0
2239,6181,45.0
2240,6182,1.0
2241,6207,172.0
2242,6208,1831.0
2243,6209,177.0
2244,6210,6084.0
2245,6211,593.0
2246,6213,104.0
2247,6214,102.0
2248,6215,803.0
2249,6218,71.0
2250,6220,463.0
2251,6221,24.0
2252,6223,32.0
2253,6224,112.0
2254,6225,956.0
2255,6226,85.0
2256,6227,127.0
2257,6228,23.0
2258,6229,8.0
2259,6230,1776.0
2260,6232,457.0
2261,6233,1115.0
2262,6236,334.0
2263,6237,372.0
2264,6239,716.0
2265,6240,28.0
2266,6243,5.0
2267,6244,158.0
2268,6251,70.0
2269,6252,20.0
2270,6253,80.0
2271,6254,36.0
2272,6255,529.0
2273,6256,31.0
2274,6258,648.0
2275,6260,122.0
2276,6262,64.0
2277,6271,453.0
2278,6275,141.0
2279,6280,2673.0
2280,6281,954.0
2281,6282,255.0
2282,6284,226.0
2283,6285,910.0
2284,6286,65.0
2285,6288,51.0
2286,6290,201.0
2287,6302,479.0
2288,6304,180.0
2289,6306,56.0
2290,6308,137.0
2291,6309,33.0
2292,6311,47.0
2293,6312,253.0
2294,6313,21.0
2295,6315,170.0
2296,6316,56.0
2297,6317,424.0
2298,6318,50.0
2299,6320,64.0
2300,6321,34.0
2301,6322,20.0
2302,6323,86.0
2303,6324,258.0
2304,6326,52.0
2305,6327,18.0
2306,6328,40.0
2307,6330,1894.0
2308,6333,674.0
2309,6335,86.0
2310,6336,24.0
2311,6337,39.0
2312,6338,111.0
2313,6341,34.0
2314,6343,23.0
2315,6346,29.0
2316,6348,73.0
2317,6350,37.0
2318,6351,2.0
2319,6352,23.0
2320,6353,35.0
2321,6355,45.0
2322,6356,16.0
2323,6357,3.0
2324,6358,12.0
2325,6359,59.0
2326,6361,7.0
2327,6363,13.0
2328,6365,52.0
2329,6367,32.0
2330,6368,2.0
2331,6369,82.0
2332,6370,38.0
2333,6372,13.0
2334,6373,6.0
2335,6375,150.0
2336,6383,127.0
2337,6384,2.0
2338,6385,2.0
2339,6386,5.0
2340,6390,226.0
2341,6391,99.0
2342,6392,51.0
2343,6393,11.0
2344,6394,10.0
2345,6395,163.0
2346,6396,27.0
2347,6397,4.0
2348,6398,74.0
2349,6401,637.0
2350,6403,25.0
2351,6405,34.0
2352,6407,90.0
2353,6409,59.0
2354,6410,66.0
2355,6411,8.0
2356,6412,3.0
2357,6413,5.0
2358,6414,2.0
2359,6415,263.0
2360,6418,106.0
2361,6419,3.0
2362,6420,15.0
2363,6421,28.0
2364,6422,3.0
2365,6423,24.0
2366,6424,6.0
2367,6425,20.0
2368,6426,61.0
2369,6428,4.0
2370,6429,37.0
2371,6430,495.0
2372,6431,8.0
2373,6432,110.0
2374,6436,3.0
2375,6437,75.0
2376,6438,8.0
2377,6440,28.0
2378,6442,15.0
2379,6443,26.0
2380,6445,9.0
2381,6446,3.0
2382,6447,11.0
2383,6448,24.0
2384,6450,642.0
2385,6460,56.0
2386,6461,40.0
2387,6462,2.0
2388,6465,1.0
2389,6466,10.0
2390,6467,2.0
2391,6468,35.0
2392,6472,22.0
2393,6473,
2394,6475,35.0
2395,6476,3.0
2396,6477,26.0
2397,6479,54.0
2398,6480,2.0
2399,6484,4.0
2400,6485,31.0
2401,6487,4.0
2402,6488,27.0
2403,6489,14.0
2404,6490,23.0
2405,6501,168.0
2406,6502,267.0
2407,6503,326.0
2408,6504,12.0
2409,6505,17.0
2410,6506,5.0
2411,6507,63.0
2412,6509,16.0
2413,6510,147.0
2414,6511,55.0
2415,6512,14.0
2416,6513,16.0
2417,6514,67.0
2418,6515,25.0
2419,6516,256.0
2420,6517,19.0
2421,6518,21.0
2422,6519,52.0
2423,6521,34.0
2424,6522,48.0
2425,6525,584.0
2426,6528,52.0
2427,6530,3234.0
2428,6532,711.0
2429,6535,188.0
2430,6536,75.0
2431,6537,39.0
2432,6556,287.0
2433,6558,116.0
2434,6560,135.0
2435,6562,162.0
2436,6564,50.0
2437,6566,465.0
2438,6567,27.0
2439,6568,18.0
2440,6569,19.0
2441,6571,9.0
2442,6572,7.0
2443,6574,10.0
2444,6575,12.0
2445,6603,104.0
2446,6606,18.0
2447,6608,13.0
2448,6609,131.0
2449,6612,24.0
2450,6613,8.0
2451,6614,1.0
2452,6616,7.0
2453,6620,36.0
2454,6623,67.0
2455,6627,5.0
2456,6628,2.0
2457,6630,68.0
2458,6632,7.0
2459,6635,34.0
2460,6638,35.0
2461,6639,10.0
2462,6640,17.0
2463,6642,89.0
2464,6646,32.0
2465,6701,996.0
2466,6705,11.0
2467,6707,351.0
2468,6710,33.0
2469,6713,5.0
2470,6714,458.0
2471,6716,2.0
2472,6718,15.0
2473,6720,20.0
2474,6721,120.0
2475,6722,478.0
2476,6725,1298.0
2477,6726,41.0
2478,6728,400.0
2479,6740,50.0
2480,6743,454.0
2481,6751,104.0
2482,6753,735.0
2483,6754,8.0
2484,6758,5.0
2485,6760,7.0
2486,6765,84.0
2487,6770,143.0
2488,6798,2.0
2489,6799,4.0
2490,7000,171.0
2491,7001,2.0
2492,7004,184.0
2493,7005,175.0
2494,7007,77.0
2495,7008,228.0
2496,7009,97.0
2497,7010,131.0
2498,7011,133.0
2499,7012,20.0
2500,7015,118.0
2501,7016,15.0
2502,7017,85.0
2503,7018,272.0
2504,7019,53.0
2505,7020,50.0
2506,7021,32.0
2507,7022,15.0
2508,7023,8.0
2509,7024,12.0
2510,7025,44.0
2511,7026,8.0
2512,7027,3.0
2513,7030,127.0
2514,7050,239.0
2515,7052,122.0
2516,7053,116.0
2517,7054,215.0
2518,7055,8.0
2519,7109,199.0
2520,7112,75.0
2521,7113,15.0
2522,7116,33.0
2523,7117,15.0
2524,7119,1.0
2525,7120,18.0
2526,7140,116.0
2527,7150,103.0
2528,7155,38.0
2529,7162,37.0
2530,7163,13.0
2531,7170,132.0
2532,7171,29.0
2533,7172,44.0
2534,7173,95.0
2535,7174,3.0
2536,7175,6.0
2537,7176,2.0
2538,7177,3.0
2539,7178,5.0
2540,7179,6.0
2541,7180,5.0
2542,7182,29.0
2543,7184,16.0
2544,7185,3.0
2545,7186,2.0
2546,7187,2.0
2547,7190,63.0
2548,7209,11.0
2549,7210,14.0
2550,7211,2.0
2551,7212,33.0
2552,7213,1.0
2553,7214,10.0
2554,7215,89.0
2555,7216,66.0
2556,7248,144.0
2557,7249,90.0
2558,7250,668.0
2559,7252,67.0
2560,7253,58.0
2561,7254,11.0
2562,7255,99.0
2563,7256,139.0
2564,7257,23.0
2565,7258,26.0
2566,7259,6.0
2567,7260,66.0
2568,7261,3.0
2569,7262,37.0
2570,7263,7.0
2571,7264,8.0
2572,7265,3.0
2573,7267,20.0
2574,7268,32.0
2575,7270,70.0
2576,7275,85.0
2577,7276,11.0
2578,7277,144.0
2579,7290,30.0
2580,7291,9.0
2581,7292,8.0
2582,7300,62.0
2583,7301,68.0
2584,7302,22.0
2585,7303,39.0
2586,7304,109.0
2587,7305,22.0
2588,7306,86.0
2589,7307,126.0
2590,7310,209.0
2591,7315,163.0
2592,7316,65.0
2593,7320,110.0
2594,7321,33.0
2595,7322,26.0
2596,7325,83.0
2597,7330,33.0
2598,7331,2.0
2599,7467,2.0
2600,7469,2.0
2601,7470,3.0
