postcode, total_installations_quantity
"0800",3
"0810",170
"0812",181
"0820",84
"0822",69
"0845",7
"2795",71
"2797",1
"0828",4
"0829",1
"0830",180
"0832",88
"2798",5
"2799",4
"2800",132
"2803",1
"2804",8
"2805",3
"2806",1
"0834",0
"0835",34
"0836",46
"0853",0
"0854",1
"2807",1
"0837",5
"0846",7
"0838",5
"0839",0
"0840",9
"0841",7
"0847",1
"2808",0
"0850",40
"0852",1
"0860",6
"0862",0
"0870",183
"0872",26
"0880",18
"0885",0
"0886",0
"2000",1
"2007",3
"2008",1
"2017",0
"2009",2
"2010",9
"2011",0
"3400",168
"3401",31
"2015",4
"2016",5
"3407",1
"3409",15
"2018",3
"2022",5
"2019",4
"2020",3
"2021",8
"2306",1
"2307",9
"2023",4
"2032",3
"2024",11
"2297",4
"2025",6
"2026",6
"2027",0
"2192",6
"2028",0
"2193",15
"2029",3
"2030",7
"2031",12
"2033",5
"2038",19
"2034",7
"2035",24
"2036",31
"2037",12
"2048",3
"2039",19
"2122",19
"2123",0
"2125",13
"2302",0
"2040",10
"2041",14
"2042",19
"2043",2
"5151",0
"2044",7
"2045",6
"2046",12
"2047",1
"2049",9
"2050",2
"2060",7
"2061",1
"2062",6
"2063",5
"2064",2
"2065",7
"2066",14
"2067",7
"2068",6
"2069",10
"2070",13
"2071",8
"2072",3
"2073",11
"2074",25
"2075",16
"2076",26
"2077",42
"2079",11
"2080",5
"2081",16
"2082",16
"2083",7
"2084",5
"2085",9
"2086",14
"2087",11
"2088",15
"2089",8
"2090",2
"2092",9
"2093",13
"2094",4
"2095",4
"2096",10
"2097",6
"2099",8
"2100",21
"2101",25
"2102",4
"2103",15
"2104",6
"2105",3
"2106",7
"2107",21
"2108",1
"2110",1
"2111",9
"2112",18
"2113",10
"2114",16
"2115",12
"2139",0
"2116",3
"2117",21
"2118",42
"2143",6
"2144",3
"2145",45
"2146",22
"2147",93
"2119",9
"2120",55
"2121",25
"2126",19
"2127",65
"2148",122
"2128",0
"2130",8
"2157",3
"2158",11
"2159",21
"2131",5
"2171",43
"2172",0
"2173",7
"2174",0
"2132",6
"2308",0
"2311",3
"2312",13
"2133",2
"2177",3
"2178",10
"2179",3
"2315",47
"2134",6
"2191",6
"2316",19
"2317",19
"2318",55
"2319",20
"2320",62
"2321",36
"2322",36
"2135",12
"2323",42
"2324",89
"2325",74
"2136",0
"2137",25
"2138",3
"2326",23
"5164",7
"2140",7
"2344",1
"2345",5
"2346",6
"2347",2
"2350",63
"2352",10
"2141",7
"2142",4
"2380",8
"2381",4
"2382",3
"2386",2
"2387",0
"2388",5
"2390",18
"2395",0
"2396",1
"2397",0
"2398",0
"2150",2
"2151",19
"2152",13
"2153",73
"2154",44
"2155",17
"2156",24
"2160",11
"2161",13
"2400",4
"2401",0
"2402",5
"2403",4
"2404",7
"2405",0
"2406",0
"2408",1
"2409",1
"2410",2
"2162",13
"2430",211
"2431",55
"2439",27
"2440",269
"2441",74
"2443",126
"2444",380
"2445",61
"2446",102
"2447",80
"2448",64
"2449",24
"2450",461
"2452",169
"2453",46
"2454",125
"2455",50
"2456",163
"2460",269
"2462",25
"2163",3
"2164",24
"2165",11
"2166",29
"2463",93
"2464",94
"2465",4
"2466",16
"2469",32
"2470",63
"2471",32
"2472",17
"2473",21
"2474",28
"2475",0
"2476",2
"2477",120
"2478",215
"2479",67
"2167",12
"2168",27
"2170",40
"2175",5
"2480",661
"2481",188
"2482",118
"2483",146
"2484",132
"2485",98
"2486",308
"2487",76
"2176",34
"2530",98
"2533",102
"2534",34
"2535",58
"2536",72
"2537",127
"2538",25
"2539",84
"2190",7
"2540",273
"2194",8
"2550",95
"2551",11
"2555",1
"2556",2
"2557",5
"2195",5
"2196",21
"2198",9
"2627",7
"2628",7
"2629",1
"2630",14
"2631",1
"2632",6
"2633",5
"2640",47
"2197",10
"2203",5
"2663",17
"2665",4
"2199",10
"2200",16
"2666",6
"2668",0
"2669",2
"2671",4
"2672",2
"2675",1
"2680",13
"2204",14
"2214",2
"2722",9
"2725",0
"2726",1
"2727",0
"2729",8
"2205",12
"2206",18
"2207",25
"2730",2
"2731",24
"2732",5
"2733",0
"2734",0
"2735",2
"2736",1
"2737",0
"2738",7
"2739",2
"2745",26
"2747",34
"2208",6
"3008",3
"2209",13
"2210",41
"2211",17
"2212",15
"5306",0
"2213",19
"3616",24
"2216",9
"2217",12
"3617",0
"2218",4
"2219",8
"2220",6
"2221",17
"3618",2
"3620",31
"2222",9
"2223",13
"2224",18
"2225",9
"2226",23
"2227",26
"2228",15
"2229",35
"2230",39
"2231",4
"2232",52
"2233",55
"2234",65
"2250",107
"2251",81
"2256",28
"2257",56
"2258",19
"2259",116
"2260",51
"2261",71
"2262",42
"2263",53
"2264",56
"2265",25
"2267",12
"2278",12
"2280",67
"2281",64
"2282",52
"2283",89
"2284",36
"2285",57
"2286",12
"2287",57
"2289",35
"2290",85
"2291",12
"2292",2
"2293",2
"2294",3
"2295",14
"2296",2
"2298",9
"2303",13
"2304",15
"2305",22
"2299",20
"2300",10
"6068",0
"2327",15
"2328",8
"2329",8
"2330",50
"2333",47
"2334",16
"2335",16
"2336",10
"2337",20
"2338",0
"2339",2
"2340",83
"2341",3
"2342",2
"2343",22
"2353",4
"2354",6
"2355",0
"2356",0
"2357",7
"2358",15
"2359",1
"2360",33
"2361",2
"2365",6
"2369",1
"2370",11
"2371",1
"2372",4
"2379",0
"2399",0
"2411",0
"2415",2
"2420",16
"2421",8
"2422",33
"2423",17
"2424",2
"2425",10
"2426",7
"2427",22
"2428",138
"2429",79
"2488",31
"2489",56
"2490",4
"2500",63
"2502",22
"2505",18
"2506",14
"2508",53
"2515",28
"2516",17
"2517",36
"2518",38
"2519",36
"2525",31
"2526",32
"2527",52
"2528",53
"2529",33
"2541",115
"2545",9
"2546",109
"2548",49
"2549",28
"2558",13
"2559",0
"2560",137
"2563",0
"3025",10
"2564",41
"2565",21
"2566",56
"2567",21
"3036",3
"2568",30
"2569",12
"2570",67
"2571",33
"2572",11
"2573",7
"2574",14
"2575",24
"2576",12
"2577",17
"2578",4
"2579",5
"2580",28
"2581",7
"2582",34
"2583",3
"2584",0
"2585",1
"2586",11
"2587",5
"2588",2
"2590",9
"2594",19
"2600",13
"2601",0
"2602",83
"2603",14
"2604",8
"5035",7
"2605",29
"3038",10
"2606",16
"6032",1
"2607",24
"2609",1
"2611",57
"2809",2
"2810",4
"2817",0
"2818",0
"2820",8
"2821",10
"2612",20
"2823",3
"2824",4
"2825",1
"2827",2
"2828",1
"2829",4
"2830",80
"2831",8
"2832",4
"2833",0
"2834",9
"2614",75
"2615",119
"2617",47
"2618",4
"2865",5
"2866",11
"2867",3
"2868",2
"2869",2
"2870",24
"2871",14
"2873",2
"2874",0
"2875",7
"2876",2
"2877",7
"2619",7
"2620",82
"2621",34
"2622",7
"2623",2
"2625",0
"2626",1
"2641",11
"2642",19
"2643",4
"2644",11
"2645",1
"2646",6
"2647",5
"2648",6
"2650",87
"2651",2
"2652",16
"2653",6
"2879",1
"2880",12
"2898",4
"2900",1
"2902",24
"3054",11
"2655",6
"2656",8
"2658",8
"2659",1
"2660",1
"2661",0
"2681",0
"2700",6
"3002",9
"2701",5
"2702",1
"2703",0
"2705",10
"2706",1
"2774",18
"2707",0
"2710",14
"2711",4
"2712",4
"2713",1
"2714",11
"2715",1
"2716",4
"2775",4
"2717",0
"2720",8
"2721",0
"2748",3
"2749",14
"2750",42
"2752",7
"2753",15
"2754",11
"2756",37
"2757",2
"2758",20
"2759",13
"2760",18
"2761",11
"2762",4
"2763",19
"2765",20
"2766",21
"2767",16
"2783",4
"2768",9
"2769",0
"2770",37
"2773",9
"2776",15
"2777",27
"2778",7
"2779",12
"2780",13
"2784",5
"2785",4
"2786",3
"2782",12
"2787",14
"2790",6
"2791",1
"2792",3
"2793",1
"2794",11
"2835",2
"2836",0
"2839",0
"2840",1
"2842",4
"2843",1
"2844",2
"2845",1
"2846",1
"2847",3
