postcode, total_installations_quantity
"0800",3
"0810",188
"0812",193
"0820",50
"0822",24
"0845",8
"2795",31
"2797",1
"0828",6
"0829",0
"0830",260
"0832",98
"2798",3
"2799",5
"2800",54
"2803",1
"2804",7
"2805",1
"2806",0
"0834",0
"0835",42
"0836",71
"0853",1
"0854",0
"2807",0
"0837",5
"0846",0
"0838",1
"0839",0
"0840",6
"0841",2
"0847",2
"2808",1
"0850",48
"0852",2
"0860",12
"0862",0
"0870",161
"0872",21
"0880",60
"0885",0
"0886",2
"2000",0
"2007",0
"2008",2
"2017",0
"2009",0
"2010",4
"2011",0
"3400",23
"3401",6
"2015",3
"2016",4
"3407",1
"3409",0
"2018",2
"2022",1
"2019",2
"2020",0
"2021",7
"2306",0
"2307",8
"2023",4
"2032",6
"2024",3
"2297",1
"2025",2
"2026",2
"2027",1
"2192",4
"2028",0
"2193",13
"2029",1
"2030",2
"2031",14
"2033",0
"2038",10
"2034",11
"2035",11
"2036",13
"2037",8
"2048",3
"2039",6
"2122",18
"2123",0
"2125",10
"2302",0
"2040",17
"2041",19
"2042",10
"2043",4
"5151",1
"2044",4
"2045",4
"2046",9
"2047",2
"2049",10
"2050",3
"2060",1
"2061",0
"2062",0
"2063",4
"2064",2
"2065",10
"2066",21
"2067",9
"2068",7
"2069",6
"2070",8
"2071",13
"2072",11
"2073",17
"2074",24
"2075",15
"2076",23
"2077",32
"2079",14
"2080",1
"2081",12
"2082",8
"2083",4
"2084",5
"2085",5
"2086",8
"2087",13
"2088",16
"2089",2
"2090",4
"2092",8
"2093",14
"2094",1
"2095",1
"2096",5
"2097",8
"2099",6
"2100",14
"2101",9
"2102",2
"2103",4
"2104",3
"2105",3
"2106",4
"2107",15
"2108",0
"2110",11
"2111",5
"2112",13
"2113",7
"2114",10
"2115",5
"2139",0
"2116",1
"2117",8
"2118",14
"2143",1
"2144",6
"2145",26
"2146",10
"2147",32
"2119",9
"2120",19
"2121",16
"2126",7
"2127",30
"2148",34
"2128",0
"2130",4
"2157",6
"2158",10
"2159",14
"2131",5
"2171",2
"2172",1
"2173",1
"2174",0
"2132",4
"2308",0
"2311",2
"2312",4
"2133",4
"2177",0
"2178",1
"2179",5
"2315",23
"2134",6
"2191",5
"2316",13
"2317",8
"2318",20
"2319",8
"2320",39
"2321",24
"2322",15
"2135",7
"2323",20
"2324",45
"2325",47
"2136",2
"2137",13
"2138",5
"2326",14
"5164",3
"2140",1
"2344",1
"2345",2
"2346",2
"2347",1
"2350",30
"2352",4
"2141",3
"2142",4
"2380",7
"2381",1
"2382",1
"2386",0
"2387",2
"2388",1
"2390",11
"2395",2
"2396",1
"2397",1
"2398",0
"2150",0
"2151",4
"2152",3
"2153",30
"2154",18
"2155",17
"2156",66
"2160",6
"2161",8
"2400",4
"2401",1
"2402",3
"2403",1
"2404",6
"2405",0
"2406",0
"2408",0
"2409",0
"2410",1
"2162",10
"2430",65
"2431",21
"2439",11
"2440",91
"2441",25
"2443",36
"2444",192
"2445",35
"2446",68
"2447",32
"2448",27
"2449",4
"2450",121
"2452",63
"2453",11
"2454",45
"2455",11
"2456",62
"2460",97
"2462",7
"2163",4
"2164",3
"2165",11
"2166",4
"2463",30
"2464",51
"2465",3
"2466",6
"2469",18
"2470",47
"2471",12
"2472",6
"2473",12
"2474",20
"2475",1
"2476",2
"2477",47
"2478",126
"2479",27
"2167",9
"2168",9
"2170",26
"2175",3
"2480",260
"2481",92
"2482",67
"2483",49
"2484",85
"2485",49
"2486",84
"2487",33
"2176",13
"2530",29
"2533",37
"2534",14
"2535",26
"2536",38
"2537",31
"2538",6
"2539",30
"2190",3
"2540",117
"2194",3
"2550",37
"2551",4
"2555",2
"2556",2
"2557",3
"2195",5
"2196",5
"2198",8
"2627",1
"2628",1
"2629",0
"2630",3
"2631",0
"2632",1
"2633",2
"2640",25
"2197",2
"2203",2
"2663",3
"2665",0
"2199",3
"2200",7
"2666",1
"2668",0
"2669",1
"2671",2
"2672",3
"2675",0
"2680",3
"2204",13
"2214",2
"2722",2
"2725",0
"2726",0
"2727",0
"2729",2
"2205",5
"2206",6
"2207",7
"2730",4
"2731",6
"2732",3
"2733",3
"2734",0
"2735",0
"2736",0
"2737",0
"2738",6
"2739",11
"2745",5
"2747",16
"2208",6
"3008",1
"2209",10
"2210",9
"2211",7
"2212",6
"5306",0
"2213",9
"3616",6
"2216",3
"2217",5
"3617",0
"2218",3
"2219",8
"2220",9
"2221",8
"3618",0
"3620",0
"2222",3
"2223",11
"2224",9
"2225",4
"2226",14
"2227",16
"2228",11
"2229",21
"2230",21
"2231",0
"2232",31
"2233",41
"2234",37
"2250",42
"2251",39
"2256",22
"2257",33
"2258",9
"2259",64
"2260",27
"2261",51
"2262",15
"2263",22
"2264",20
"2265",20
"2267",7
"2278",7
"2280",33
"2281",30
"2282",18
"2283",46
"2284",9
"2285",30
"2286",8
"2287",35
"2289",30
"2290",36
"2291",20
"2292",2
"2293",2
"2294",1
"2295",5
"2296",2
"2298",8
"2303",7
"2304",8
"2305",15
"2299",12
"2300",9
"6068",1
"2327",6
"2328",1
"2329",1
"2330",48
"2333",22
"2334",6
"2335",10
"2336",6
"2337",9
"2338",0
"2339",1
"2340",39
"2341",0
"2342",2
"2343",2
"2353",2
"2354",1
"2355",2
"2356",0
"2357",4
"2358",2
"2359",2
"2360",21
"2361",2
"2365",3
"2369",0
"2370",5
"2371",0
"2372",8
"2379",0
"2399",0
"2411",0
"2415",1
"2420",9
"2421",4
"2422",12
"2423",18
"2424",4
"2425",6
"2426",1
"2427",8
"2428",51
"2429",33
"2488",10
"2489",42
"2490",5
"2500",33
"2502",3
"2505",5
"2506",12
"2508",24
"2515",14
"2516",15
"2517",6
"2518",22
"2519",16
"2525",10
"2526",12
"2527",30
"2528",25
"2529",15
"2541",34
"2545",6
"2546",37
"2548",16
"2549",11
"2558",3
"2559",0
"2560",89
"2563",1
"3025",19
"2564",32
"2565",17
"2566",36
"2567",10
"3036",1
"2568",24
"2569",3
"2570",23
"2571",19
"2572",4
"2573",3
"2574",1
"2575",15
"2576",7
"2577",13
"2578",3
"2579",10
"2580",7
"2581",3
"2582",22
"2583",7
"2584",0
"2585",0
"2586",2
"2587",2
"2588",1
"2590",1
"2594",4
"2600",17
"2601",0
"2602",63
"2603",9
"2604",8
"5035",4
"2605",20
"3038",6
"2606",6
"6032",3
"2607",18
"2609",0
"2611",38
"2809",0
"2810",1
"2817",0
"2818",0
"2820",8
"2821",8
"2612",10
"2823",3
"2824",0
"2825",3
"2827",2
"2828",0
"2829",5
"2830",44
"2831",7
"2832",3
"2833",0
"2834",0
"2614",32
"2615",43
"2617",39
"2618",6
"2865",2
"2866",8
"2867",1
"2868",0
"2869",0
"2870",13
"2871",7
"2873",1
"2874",1
"2875",0
"2876",3
"2877",2
"2619",7
"2620",59
"2621",14
"2622",4
"2623",0
"2625",0
"2626",1
"2641",6
"2642",4
"2643",2
"2644",6
"2645",1
"2646",3
"2647",0
"2648",4
"2650",41
"2651",1
"2652",5
"2653",1
"2879",1
"2880",5
"2898",3
"2900",1
"2902",22
"3054",1
"2655",4
"2656",0
"2658",0
"2659",0
"2660",0
"2661",0
"2681",1
"2700",2
"3002",0
"2701",2
"2702",0
"2703",0
"2705",0
"2706",0
"2774",18
"2707",1
"2710",12
"2711",4
"2712",1
"2713",1
"2714",13
"2715",0
"2716",2
"2775",2
"2717",0
"2720",4
"2721",0
"2748",2
"2749",0
"2750",27
"2752",6
"2753",19
"2754",9
"2756",21
"2757",0
"2758",11
"2759",4
"2760",15
"2761",3
"2762",3
"2763",8
"2765",7
"2766",5
"2767",6
"2783",5
"2768",9
"2769",0
"2770",17
"2773",10
"2776",3
"2777",21
"2778",8
"2779",4
"2780",4
"2784",1
"2785",2
"2786",0
"2782",8
"2787",7
"2790",9
"2791",0
"2792",1
"2793",2
"2794",6
"2835",8
"2836",0
"2839",0
"2840",0
"2842",1
"2843",1
"2844",2
"2845",1
"2846",0
"2847",3
"2848",1
"2849",4
"2850",20
"2852",2
"2864",3
"2878",1
"2903",18
"3003",11
"2904",22
"2905",27
"2906",11
"2911",0
"2912",2
"2913",5
"2914",4
"3000",3
"3066",2
"3004",0
"3006",0
"3011",14
"3013",12
"3012",26
"3016",10
"3015",23
"3018",15
"3019",17
"3022",3
"3201",39
"3020",13
"3021",28
"3023",307
"3024",94
"3026",0
"3027",0
"3037",101
"3028",20
"3029",382
"3030",385
"3202",0
"3031",16
"3233",3
"3234",0
"3032",38
"3033",7
"3034",3
"3039",9
"3040",17
"3235",4
"3236",0
"3237",0
"3238",0
"3041",3
"3042",15
"3239",0
"3622",1
"3043",21
"3250",8
"3623",3
"3624",1
"3629",26
"3630",73
"3631",41
"3044",36
"3045",0
"3270",2
"3271",0
"3272",1
"3273",0
"3274",0
"3046",33
"3633",1
"3634",2
"3635",1
"3047",1
"3048",2
"3049",6
"3087",3
"3088",5
"3051",9
"3052",3
"3053",1
"3055",13
"3056",36
"3163",17
"3057",11
"3107",7
"3058",28
"3059",23
"3060",10
"3108",22
"3109",16
"3111",7
"3113",9
"3061",1
"3136",19
"3167",5
"3062",0
"3063",0
"3064",179
"3065",11
"3067",5
"3068",20
"3450",10
"3070",22
"3451",6
"3640",4
"3641",0
"3644",13
"3071",19
"3072",16
"3073",39
"3181",6
"3074",8
"3075",0
"3076",103
"3078",8
"3079",29
"3472",1
"3475",0
"3081",5
"3082",31
"3083",33
"3084",8
"3477",0
"3478",2
"3085",16
"3286",1
"3287",0
"3089",5
"3090",0
"3091",1
"3093",4
"3094",5
"3095",25
"3315",4
"3318",2
"3096",1
"3097",3
"3099",2
"3101",22
"3102",4
"3103",22
"3104",16
"3105",3
"3106",15
"3319",0
"3321",3
"3322",0
"3114",2
"3115",5
"3116",6
"3121",9
"3122",13
"3137",6
"3138",17
"3139",14
"3123",1
"6033",1
"3124",18
"3125",7
"3140",11
"3126",9
"3328",4
"3329",0
"3330",0
"3331",14
"3127",24
"3141",7
"3332",3
"3333",2
"3334",0
"3128",17
"3149",51
"3150",26
"3335",1
"3337",217
"3338",22
"3129",6
"3130",30
"3131",12
"3132",13
"3133",13
"3134",18
"3135",18
"3142",5
"3143",7
"3340",30
"3341",4
"3342",6
"3144",8
"3151",10
"3152",10
"3153",4
"3145",20
"3146",21
"3147",13
"3148",9
"3154",1
"3155",16
"3156",86
"3161",7
"3158",8
"3162",25
"3159",2
"3355",21
"3160",5
"3165",24
"3166",9
"3168",9
"3169",1
"3170",24
"3171",13
"3172",4
"3173",46
"3183",5
"3174",19
"3175",16
"3177",6
"3178",9
"3179",9
"3180",1
"3357",5
"3182",9
"3360",0
"3361",3
"3363",4
"3364",10
"3184",15
"3185",11
"3186",24
"3187",30
"3392",2
"3188",12
"3189",3
"3190",11
"3192",15
"3191",10
"3193",26
"3483",0
"3194",3
"3197",8
"3195",50
"3196",43
"3200",2
"3198",13
"3485",1
"3199",29
"3204",25
"3205",6
"3206",4
"3412",0
"3207",9
"3488",0
"3490",0
"3211",3
"3212",13
"3213",0
"4482",0
"3214",28
"5085",9
"3215",15
"3216",71
"3217",0
"3218",13
"3219",13
"3419",1
"3220",16
"3221",18
"3222",26
"3223",18
"3224",12
"3225",15
"3226",21
"3227",17
"3228",47
"3356",6
"3230",8
"3231",5
"3232",4
"3240",1
"3241",4
"3242",2
"3243",2
"3249",0
"3251",0
"3254",0
"3260",2
"3264",2
"3265",1
"3266",5
"3267",0
"3268",1
"3269",0
"3275",0
"3276",0
"3277",1
"3278",0
"3279",0
"3280",23
"3281",4
"3282",6
"3283",6
"3284",1
"3285",2
"3432",0
"3289",0
"3292",0
"3293",0
"3294",0
"3300",4
"3301",0
"3302",1
"3303",0
"3304",2
"3305",23
"3506",0
"3309",0
"3310",0
"3311",0
"3312",2
"3314",0
"3323",0
"3324",0
"3325",0
"3345",2
"3350",50
"3351",11
"3352",25
"3370",3
"3371",1
"3373",1
"3374",0
"3375",1
"3377",8
"3507",0
"3378",0
"3379",1
"3380",2
"3395",0
"3381",2
"3384",2
"3385",0
"3387",0
"3388",0
"3390",0
"3391",2
"3396",0
"3393",1
"3413",0
"3414",1
"3415",0
"3418",1
"3420",2
"3423",0
"3424",0
"3427",2
"3428",0
"3429",93
"3430",0
"3431",6
"3433",0
"3434",10
"3435",3
"3437",17
"3438",4
"3440",3
"3441",1
"3442",9
"3444",18
"3446",2
"3447",0
"3448",2
"3453",4
"3458",1
"3460",4
"3461",4
"3462",1
"3463",5
"3792",1
"3464",4
"3465",7
"3467",2
"3793",1
"3795",0
"3468",0
"3469",0
"3480",3
"3482",0
"3491",0
"3494",3
"3496",10
"3509",0
"3498",11
"3500",117
"3501",3
"3505",9
"3531",1
"3533",0
"3537",0
"3512",0
"3515",5
"3516",0
"3517",2
"3518",3
"3520",0
"3546",0
"3549",4
"3550",44
"3551",93
"3555",32
"3556",29
"3521",1
"3572",0
"3573",0
"3575",0
"3576",0
"3579",4
"3580",0
"3581",0
"3522",1
"3523",13
"3525",1
"3583",0
"3584",1
"3585",20
"3586",0
"3588",0
"3527",0
"3529",0
"3530",0
"3540",0
"3542",0
"3544",0
"3589",0
"3557",0
"3558",2
"3559",0
"3561",8
"3562",0
"3563",1
"3564",33
"3565",0
"3566",0
"3567",1
"3568",3
"3570",2
"3571",0
"3595",0
"3590",0
"3596",0
"3591",0
"3597",0
"3599",0
"3607",0
"3608",6
"3610",2
"3711",0
"3712",2
"3713",0
"3594",0
"3714",10
"3612",2
"3727",1
"3614",2
"3621",3
"3636",23
"3637",1
"3638",1
"3639",2
"3646",0
"3649",0
"3658",17
"3659",6
"3660",6
"3663",0
"3664",1
"3665",1
"3666",5
"3669",2
"3670",3
"3672",9
"3673",2
"3728",3
"3730",23
"3732",0
"3675",6
"3677",20
"3678",12
"3682",2
"3683",3
"3685",7
"3687",2
"3688",2
"3690",30
"3691",15
"3694",1
"3695",0
"3697",1
"3733",0
"3735",0
"3737",5
"3698",6
"3699",2
"3700",3
"3701",1
"3705",0
"3707",1
"3708",0
"3709",0
"3715",0
"3717",3
"3738",0
"3718",0
"3719",1
"3720",0
"3722",7
"3723",3
"3725",0
"3726",1
"3739",1
"3740",12
"3741",10
"3752",91
"3760",2
"3744",0
"3766",0
"3746",3
"3747",17
"5414",1
"3749",7
"3750",0
"3751",0
"3753",1
"3754",122
"3755",0
"3756",22
"3757",4
"3758",1
"3759",3
"3761",1
"3767",0
"3770",1
"3775",7
"3777",20
"3778",0
"3779",2
"3781",3
"3782",7
"3783",4
"3762",0
"3763",2
"3764",40
"3765",2
"3786",0
"3787",0
"3788",1
"5415",0
"3789",0
"3791",1
"3796",3
"3797",3
"3799",4
"3802",2
"3803",16
"3804",7
"3805",72
"3806",178
"3807",15
"3808",7
"3809",1
"3810",274
"3812",3
"3813",2
"3814",5
"3815",1
"3816",3
"3818",32
"3822",2
"3823",0
"3824",11
"3825",29
"3831",7
"3820",23
"3821",7
"3852",0
"3854",0
"3856",5
"3857",0
"3858",8
"3859",2
"3860",7
"3862",5
"3864",0
"3832",0
"3833",0
"3865",1
"3835",0
"3840",19
"3842",4
"3844",57
"3847",3
"3869",2
"3870",0
"3871",5
"3913",20
"3915",39
"3916",9
"3918",7
"3850",10
"3851",5
"3873",0
"3874",0
"3875",26
"3878",2
"3880",10
"3895",0
"3882",1
"3885",2
"3886",1
"3887",0
"3888",5
"3889",0
"3890",0
"3891",0
"3892",2
"3896",1
"3898",1
"3900",0
"3902",0
"3911",0
"3903",1
"3904",5
"3909",11
"3910",37
"3912",11
"3919",2
"3921",1
"3922",22
"3923",1
"3925",6
"3940",59
"3941",20
"3942",2
"3943",7
"3944",2
"3945",2
"3926",14
"3927",15
"3976",29
"3928",2
"3929",10
"3930",21
"3931",37
"3933",0
"3934",58
"3977",332
"3978",0
"3979",0
"3980",6
"3981",29
"3984",6
"3936",14
"4009",0
"3937",6
"3938",3
"3939",52
"3946",0
"3950",4
"3951",3
"3953",3
"3954",0
"3956",10
"3957",0
"3958",0
"3959",2
"3960",5
"3962",4
"4010",0
"3964",0
"3965",1
"3966",1
"3967",0
"3971",7
"3975",108
"3987",2
"4117",33
"3988",0
"3990",0
"4018",4
"3991",0
"3992",1
"3995",4
"3996",22
"4022",10
"4025",0
"4029",0
"4000",2
"4061",26
"4005",6
"4006",6
"4007",5
"4008",0
"4011",9
"4376",0
"4377",0
"4012",10
"4013",3
"4014",92
"4017",71
"4019",23
"4020",43
"4021",17
"4030",15
"4031",13
"4032",11
"4034",53
"4035",26
"4036",12
"5416",0
"5417",2
"4037",14
"4051",22
"4053",44
"4103",10
"5432",0
"4054",22
"5440",0
"5451",3
"4055",27
"4059",8
"4060",25
"5023",12
"4064",8
"4108",16
"4065",22
"4066",16
"5033",6
"4067",5
"4068",33
"4069",102
"4070",20
"4073",29
"4112",20
"4074",48
"4075",43
"4076",10
"4077",31
"4078",51
"4101",8
"4363",6
"4102",7
"4364",0
"4365",1
"4370",67
"4371",1
"4372",1
"4373",1
"4374",0
"4104",7
"4105",14
"4106",2
"4107",15
"4109",74
"4110",13
"4111",1
"4113",80
"4114",58
"4115",75
"4116",52
"4118",45
"4119",8
"5452",1
"4120",8
"4121",36
"4122",71
"4123",32
"4124",77
"4125",20
"4129",27
"4127",50
"4128",36
"4153",4
"4130",11
"4131",12
"4132",51
"4154",29
"4133",28
"4151",16
"4375",0
"4152",64
"4155",5
"4156",5
"4157",36
"4158",9
"4179",33
"4183",11
"4159",43
"4160",37
"4161",22
"4163",31
"4164",34
"4165",204
"4169",3
"4170",48
"4171",13
"4184",28
"4172",8
"4345",0
"4173",14
"4174",6
"4178",30
"4205",7
"4207",106
"4208",107
"4209",131
"4210",97
"4211",159
"4212",28
"4213",91
"4214",83
"4215",47
"4216",86
"4217",53
"4218",61
"4220",55
"4221",57
"4223",54
"4224",13
"4225",2
"4346",1
"4347",4
"4350",182
"4352",120
"4226",59
"4227",41
"4228",33
"4230",0
"4270",12
"4271",8
"4272",28
"4275",13
"4280",87
"4285",120
"4287",2
"4300",105
"4301",26
"4303",2
"4304",23
"4305",87
"4306",127
"4307",4
"4309",5
"4310",21
"4311",39
"4312",14
"4313",5
"4340",15
"4341",72
"4342",7
"4343",29
"4344",5
"4353",0
"4354",5
"4355",5
"4356",14
"4357",4
"4358",14
"4359",4
"4360",3
"4361",16
"4362",3
"4378",0
"4380",12
"4491",0
"4381",0
"4382",0
"4412",0
"4413",13
"4415",7
"4383",0
"4385",0
"4387",3
"4388",0
"4390",5
"4416",1
"4417",0
"4400",9
"4401",17
"4402",1
"4403",1
"4404",0
"4405",23
"4406",0
"4407",1
"4408",0
"5724",0
"4410",1
"5725",17
"5730",0
"5731",0
"5732",0
"5733",0
"4411",1
"6006",8
"4418",0
"4419",0
"4420",0
"4425",0
"4421",0
"4422",0
"4423",1
"4424",0
"4455",10
"4462",0
"4465",0
"5038",9
"4426",0
"4427",2
"4428",1
"4454",1
"4467",0
"4468",0
"4470",3
"4472",1
"4477",0
"4478",0
"4479",0
"4480",1
"4481",0
"4486",0
"4487",4
"4488",0
"4490",1
"5039",6
"4492",0
"5040",3
"4493",0
"4494",0
"4496",0
"4497",0
"4498",0
"4500",90
"4501",6
"4572",13
"4573",82
"4574",5
"4502",11
"4503",74
"4504",54
"4575",58
"4580",56
"4581",10
"4600",2
"4601",1
"4605",6
"4606",16
"4608",3
"4610",55
"4505",81
"4506",42
"4507",59
"4508",25
"4509",21
"4510",138
"4511",29
"4512",15
"4514",28
"4515",20
"4713",0
"4714",12
"4715",31
"4716",1
"4516",9
"4517",4
"4518",17
"4519",35
"4520",37
"4521",25
"4550",20
"4551",142
"4552",101
"4553",34
"4732",0
"4735",0
"4736",0
"4737",19
"4554",8
"4738",0
"4739",1
"4740",144
"4741",19
"4742",0
"4743",2
"4555",67
"4556",119
"4557",17
"4819",2
"4820",22
"4821",3
"4822",1
"4823",0
"4824",2
"4825",20
"4558",26
"4559",16
"4560",123
"4561",27
"4562",45
"4563",59
"4828",0
"4564",36
"4565",43
"4566",17
"4567",43
"4568",24
"6034",0
"4569",9
"4570",240
"4571",10
"4611",0
"4612",2
"4613",4
"5007",6
"4614",4
"4615",35
"4620",3
"4621",8
"4625",6
"4626",2
"4627",2
"4630",5
"4650",176
"4655",345
"4659",48
"4660",55
"4662",5
"4670",289
"4671",19
"4673",4
"4674",15
"4676",3
"4677",12
"4678",3
"4680",193
"4694",1
"4695",3
"4697",1
"4699",5
"4700",99
"4701",179
"4702",162
"4703",132
"4704",1
"4705",2
"4706",0
"4707",0
"4709",103
"4710",16
"4711",14
"4712",3
"4717",16
"4718",18
"4719",2
"4720",132
"4721",20
"4722",5
"4723",6
"4724",1
"4725",0
"4726",1
"4727",0
"4728",2
"4730",1
"4731",0
"4744",14
"4745",4
"4746",45
"4750",4
"4751",10
"5008",2
"4753",16
"4754",2
"4756",0
"4757",1
"4798",4
"4799",2
"4800",12
"4802",12
"4803",0
"4804",3
"4805",8
"4806",1
"4807",6
"4808",0
"4809",2
"4810",18
"4811",11
"6558",8
"4812",12
"5009",5
"4814",56
"4815",25
"4816",7
"4817",38
"4818",55
"4829",0
"4830",0
"4849",3
"4850",8
"4852",10
"4854",10
"4855",2
"4856",2
"4858",2
"4859",1
"4860",18
"4861",4
"4865",29
"5010",1
"4868",53
"4869",48
"4870",183
"4871",27
"4872",16
"4873",12
"4874",6
"4875",45
"4876",0
"4877",7
"4878",59
"4879",50
"4880",81
"4881",37
"4882",11
"4883",32
"4884",10
"4885",13
"4886",0
"4887",8
"4888",11
"4890",2
"5011",7
"4891",1
"4892",0
"4895",10
"5012",2
"5000",9
"5006",4
"6072",19
"5013",5
"5014",7
"5015",3
"5086",30
"5016",11
"5018",4
"5017",4
"5019",12
"5020",1
"5095",266
"5021",8
"5022",21
"5024",8
"5037",5
"5025",8
"5031",9
"5034",7
"5032",7
"5041",22
"5042",5
"5043",14
"5044",18
"5045",9
"5046",8
"5047",10
"5048",22
"5049",14
"5050",27
"5051",39
"5061",10
"5052",24
"5098",19
"5062",24
"5063",14
"5106",1
"5064",16
"5065",8
"5066",16
"5067",8
"5068",12
"5073",16
"5069",11
"5074",32
"5070",10
"5082",19
"5072",12
"5075",8
"5076",8
"5083",3
"5084",2
"5081",10
"5087",9
"5088",4
"5089",8
"6077",0
"5090",7
"5091",10
"5092",16
"5093",7
"5094",0
"5096",14
"5097",13
"6078",0
"5107",10
"5108",40
"5109",25
"5110",8
"5111",2
"6079",0
"5112",24
"5113",21
"5114",28
"5115",3
"5116",9
