postcode, total_installations_quantity
"3008",1
"3025",19
"3036",1
"3038",6
"3054",1
"3002",0
"3003",11
"3000",3
"3066",2
"3004",0
"3006",0
"3011",14
"3013",12
"3012",26
"3016",10
"3015",23
"3018",15
"3019",17
"3022",3
"3201",39
"3020",13
"3021",28
"3023",307
"3024",94
"3026",0
"3027",0
"3037",101
"3028",20
"3029",382
"3030",385
"3202",0
"3031",16
"3032",38
"3033",7
"3034",3
"3039",9
"3040",17
"3041",3
"3042",15
"3043",21
"3044",36
"3045",0
"3046",33
"3047",1
"3048",2
"3049",6
"3087",3
"3088",5
"3051",9
"3052",3
"3053",1
"3055",13
"3056",36
"3163",17
"3057",11
"3107",7
"3058",28
"3059",23
"3060",10
"3108",22
"3109",16
"3111",7
"3113",9
"3061",1
"3136",19
"3167",5
"3062",0
"3063",0
"3064",179
"3065",11
"3067",5
"3068",20
"3070",22
"3071",19
"3072",16
"3073",39
"3181",6
"3074",8
"3075",0
"3076",103
"3078",8
"3079",29
"3081",5
"3082",31
"3083",33
"3084",8
"3085",16
"3089",5
"3090",0
"3091",1
"3093",4
"3094",5
"3095",25
"3096",1
"3097",3
"3099",2
"3101",22
"3102",4
"3103",22
"3104",16
"3105",3
"3106",15
"3114",2
"3115",5
"3116",6
"3121",9
"3122",13
"3137",6
"3138",17
"3139",14
"3123",1
"3124",18
"3125",7
"3140",11
"3126",9
"3127",24
"3141",7
"3128",17
"3149",51
"3150",26
"3335",1
"3337",217
"3338",22
"3129",6
"3130",30
"3131",12
"3132",13
"3133",13
"3134",18
"3135",18
"3142",5
"3143",7
"3340",30
"3144",8
"3151",10
"3152",10
"3153",4
"3145",20
"3146",21
"3147",13
"3148",9
"3154",1
"3155",16
"3156",86
"3161",7
"3158",8
"3162",25
"3159",2
"3160",5
"3165",24
"3166",9
"3168",9
"3169",1
"3170",24
"3171",13
"3172",4
"3173",46
"3183",5
"3174",19
"3175",16
"3177",6
"3178",9
"3179",9
"3180",1
"3182",9
"3184",15
"3185",11
"3186",24
"3187",30
"3188",12
"3189",3
"3190",11
"3192",15
"3191",10
"3193",26
"3194",3
"3197",8
"3195",50
"3196",43
"3200",2
"3198",13
"3199",29
"3204",25
"3205",6
"3206",4
"3207",9
"3211",3
"3212",13
"3222",26
"3223",18
"3224",12
"3225",15
"3226",21
"3227",17
"3427",2
"3428",0
"3429",93
"3430",0
"3431",6
"3437",17
"3458",1
"3792",1
"3793",1
"3795",0
"3752",91
"3760",2
"3766",0
"3750",0
"3751",0
"3753",1
"3754",122
"3755",0
"3757",4
"3759",3
"3761",1
"3767",0
"3770",1
"3775",7
"3777",20
"3778",0
"3781",3
"3782",7
"3783",4
"3763",2
"3765",2
"3786",0
"3787",0
"3788",1
"3789",0
"3791",1
"3796",3
"3802",2
"3803",16
"3804",7
"3805",72
"3806",178
"3807",15
"3808",7
"3809",1
"3810",274
"3812",3
"3813",2
"3814",5
"3913",20
"3915",39
"3916",9
"3918",7
"3911",0
"3910",37
"3912",11
"3919",2
"3921",1
"3922",22
"3923",1
"3940",59
"3941",20
"3942",2
"3943",7
"3944",2
"3945",2
"3926",14
"3927",15
"3976",29
"3928",2
"3929",10
"3930",21
"3931",37
"3933",0
"3934",58
"3977",332
"3978",0
"3979",0
"3980",6
"3981",29
"3984",6
"3936",14
"3937",6
"3938",3
"3939",52
"3975",108
"3990",0
"3991",0
"3992",1
"3995",4
