postcode, total_installations_quantity
"3008",1
"3025",0
"3036",1
"3038",2
"3054",0
"3002",1
"3003",0
"3000",0
"3066",0
"3004",0
"3006",0
"3011",0
"3013",0
"3012",0
"3016",3
"3015",1
"3018",0
"3019",0
"3022",0
"3201",0
"3020",0
"3021",1
"3023",4
"3024",1
"3026",0
"3027",0
"3037",0
"3028",1
"3029",5
"3030",6
"3202",0
"3031",0
"3032",3
"3033",1
"3034",0
"3039",0
"3040",1
"3041",1
"3042",1
"3043",1
"3044",0
"3045",0
"3046",2
"3047",0
"3048",0
"3049",0
"3087",0
"3088",4
"3051",0
"3052",0
"3053",3
"3055",0
"3056",2
"3163",2
"3057",0
"3107",3
"3058",2
"3059",2
"3060",0
"3108",2
"3109",1
"3111",0
"3113",4
"3061",0
"3136",1
"3167",0
"3062",0
"3063",0
"3064",16
"3065",0
"3067",0
"3068",1
"3070",1
"3071",0
"3072",2
"3073",1
"3181",0
"3074",0
"3075",1
"3076",1
"3078",0
"3079",0
"3081",0
"3082",1
"3083",4
"3084",4
"3085",0
"3089",0
"3090",2
"3091",1
"3093",0
"3094",2
"3095",4
"3096",1
"3097",1
"3099",5
"3101",2
"3102",2
"3103",4
"3104",1
"3105",0
"3106",2
"3114",3
"3115",0
"3116",1
"3121",3
"3122",1
"3137",1
"3138",1
"3139",5
"3123",1
"3124",1
"3125",1
"3140",3
"3126",1
"3127",2
"3141",2
"3128",1
"3149",4
"3150",7
"3335",0
"3337",1
"3338",0
"3129",2
"3130",7
"3131",3
"3132",3
"3133",3
"3134",7
"3135",1
"3142",0
"3143",0
"3340",5
"3144",1
"3151",0
"3152",1
"3153",5
"3145",0
"3146",2
"3147",1
"3148",0
"3154",0
"3155",1
"3156",3
"3161",1
"3158",2
"3162",0
"3159",1
"3160",2
"3165",1
"3166",0
"3168",3
"3169",1
"3170",0
"3171",1
"3172",1
"3173",1
"3183",2
"3174",1
"3175",2
"3177",1
"3178",2
"3179",0
"3180",1
"3182",0
"3184",4
"3185",0
"3186",2
"3187",0
"3188",0
"3189",0
"3190",0
"3192",0
"3191",2
"3193",3
"3194",4
"3197",1
"3195",5
"3196",0
"3200",0
"3198",0
"3199",1
"3204",2
"3205",1
"3206",0
"3207",0
"3211",0
"3212",1
"3222",8
"3223",2
"3224",1
"3225",1
"3226",5
"3227",7
"3427",0
"3428",0
"3429",7
"3430",1
"3431",4
"3437",6
"3458",1
"3792",1
"3793",2
"3795",0
"3752",0
"3760",1
"3766",1
"3750",0
"3751",1
"3753",1
"3754",2
"3755",0
"3757",6
"3759",3
"3761",2
"3767",0
"3770",2
"3775",6
"3777",3
"3778",0
"3781",2
"3782",3
"3783",1
"3763",6
"3765",3
"3786",0
"3787",0
"3788",0
"3789",0
"3791",0
"3796",2
"3802",0
"3803",0
"3804",3
"3805",3
"3806",4
"3807",3
"3808",7
"3809",4
"3810",5
"3812",5
"3813",2
"3814",1
"3913",1
"3915",1
"3916",4
"3918",5
"3911",0
"3910",6
"3912",7
"3919",2
"3921",3
"3922",16
"3923",2
"3940",0
"3941",2
"3942",2
"3943",0
"3944",2
"3945",0
"3926",5
"3927",8
"3976",1
"3928",0
"3929",2
"3930",0
"3931",3
"3933",1
"3934",4
"3977",5
"3978",0
"3979",1
"3980",1
"3981",1
"3984",3
"3936",2
"3937",4
"3938",3
"3939",4
"3975",0
"3990",1
"3991",1
"3992",0
"3995",17
