postcode, total_installations_quantity
"3008",0
"3025",0
"3036",2
"3038",2
"3054",1
"3002",0
"3003",0
"3000",0
"3066",0
"3004",0
"3006",0
"3011",1
"3013",0
"3012",1
"3016",1
"3015",3
"3018",0
"3019",0
"3022",0
"3201",0
"3020",1
"3021",1
"3023",4
"3024",5
"3026",0
"3027",0
"3037",33
"3028",1
"3029",2
"3030",8
"3202",0
"3031",0
"3032",2
"3033",0
"3034",0
"3039",0
"3040",1
"3041",1
"3042",0
"3043",0
"3044",3
"3045",0
"3046",3
"3047",0
"3048",0
"3049",1
"3087",1
"3088",0
"3051",0
"3052",1
"3053",1
"3055",2
"3056",0
"3163",2
"3057",0
"3107",0
"3058",1
"3059",1
"3060",0
"3108",0
"3109",1
"3111",1
"3113",4
"3061",0
"3136",0
"3167",0
"3062",1
"3063",3
"3064",1
"3065",0
"3067",0
"3068",1
"3070",0
"3071",3
"3072",1
"3073",0
"3181",1
"3074",0
"3075",0
"3076",1
"3078",0
"3079",3
"3081",0
"3082",3
"3083",3
"3084",2
"3085",2
"3089",1
"3090",0
"3091",5
"3093",4
"3094",0
"3095",5
"3096",0
"3097",5
"3099",9
"3101",2
"3102",1
"3103",4
"3104",4
"3105",1
"3106",2
"3114",0
"3115",0
"3116",1
"3121",1
"3122",0
"3137",3
"3138",0
"3139",4
"3123",0
"3124",2
"3125",1
"3140",2
"3126",0
"3127",1
"3141",2
"3128",0
"3149",0
"3150",10
"3335",4
"3337",5
"3338",1
"3129",3
"3130",4
"3131",1
"3132",2
"3133",3
"3134",0
"3135",2
"3142",0
"3143",1
"3340",3
"3144",2
"3151",1
"3152",3
"3153",0
"3145",0
"3146",1
"3147",0
"3148",0
"3154",1
"3155",1
"3156",7
"3161",1
"3158",1
"3162",0
"3159",1
"3160",3
"3165",0
"3166",2
"3168",0
"3169",0
"3170",0
"3171",1
"3172",1
"3173",3
"3183",1
"3174",0
"3175",3
"3177",0
"3178",2
"3179",0
"3180",4
"3182",0
"3184",0
"3185",0
"3186",2
"3187",13
"3188",4
"3189",0
"3190",2
"3192",11
"3191",0
"3193",2
"3194",0
"3197",4
"3195",1
"3196",4
"3200",0
"3198",2
"3199",3
"3204",1
"3205",0
"3206",3
"3207",0
"3211",0
"3212",2
"3222",2
"3223",5
"3224",0
"3225",2
"3226",1
"3227",5
"3427",0
"3428",0
"3429",7
"3430",1
"3431",5
"3437",14
"3458",2
"3792",1
"3793",2
"3795",1
"3752",27
"3760",0
"3766",0
"3750",0
"3751",0
"3753",1
"3754",4
"3755",0
"3757",5
"3759",3
"3761",2
"3767",0
"3770",1
"3775",10
"3777",6
"3778",0
"3781",4
"3782",4
"3783",4
"3763",1
"3765",0
"3786",1
"3787",0
"3788",1
"3789",0
"3791",1
"3796",2
"3802",0
"3803",1
"3804",1
"3805",0
"3806",2
"3807",2
"3808",8
"3809",2
"3810",4
"3812",2
"3813",0
"3814",1
"3913",1
"3915",6
"3916",2
"3918",1
"3911",3
"3910",2
"3912",5
"3919",0
"3921",0
"3922",16
"3923",3
"3940",31
"3941",7
"3942",2
"3943",0
"3944",0
"3945",1
"3926",1
"3927",5
"3976",1
"3928",0
"3929",7
"3930",1
"3931",4
"3933",1
"3934",2
"3977",12
"3978",0
"3979",2
"3980",1
"3981",4
"3984",8
"3936",4
"3937",6
"3938",1
"3939",7
"3975",9
"3990",0
"3991",1
"3992",2
"3995",18
