postcode, total_installations_quantity
"3008",1
"3025",0
"3036",0
"3038",0
"3054",0
"3002",0
"3003",0
"3000",1
"3066",0
"3004",0
"3006",0
"3011",0
"3013",0
"3012",2
"3016",4
"3015",0
"3018",0
"3019",0
"3022",0
"3201",2
"3020",0
"3021",0
"3023",4
"3024",3
"3026",0
"3027",0
"3037",14
"3028",2
"3029",8
"3030",7
"3202",0
"3031",26
"3032",1
"3033",2
"3034",0
"3039",0
"3040",2
"3041",1
"3042",2
"3043",4
"3044",6
"3045",0
"3046",1
"3047",7
"3048",0
"3049",1
"3087",0
"3088",1
"3051",1
"3052",3
"3053",0
"3055",0
"3056",2
"3163",0
"3057",1
"3107",0
"3058",10
"3059",0
"3060",0
"3108",0
"3109",0
"3111",0
"3113",6
"3061",0
"3136",4
"3167",1
"3062",0
"3063",3
"3064",30
"3065",1
"3067",0
"3068",0
"3070",2
"3071",0
"3072",1
"3073",3
"3181",0
"3074",1
"3075",1
"3076",2
"3078",0
"3079",1
"3081",5
"3082",2
"3083",5
"3084",9
"3085",0
"3089",0
"3090",3
"3091",6
"3093",0
"3094",0
"3095",4
"3096",0
"3097",2
"3099",5
"3101",6
"3102",2
"3103",2
"3104",3
"3105",0
"3106",0
"3114",1
"3115",2
"3116",2
"3121",3
"3122",3
"3137",2
"3138",2
"3139",7
"3123",0
"3124",1
"3125",1
"3140",1
"3126",0
"3127",3
"3141",0
"3128",3
"3149",14
"3150",8
"3335",1
"3337",1
"3338",1
"3129",0
"3130",4
"3131",0
"3132",0
"3133",1
"3134",1
"3135",5
"3142",0
"3143",0
"3340",6
"3144",0
"3151",3
"3152",2
"3153",3
"3145",1
"3146",2
"3147",3
"3148",0
"3154",1
"3155",3
"3156",3
"3161",3
"3158",0
"3162",0
"3159",2
"3160",3
"3165",6
"3166",1
"3168",7
"3169",4
"3170",2
"3171",1
"3172",3
"3173",0
"3183",0
"3174",1
"3175",4
"3177",1
"3178",5
"3179",0
"3180",1
"3182",1
"3184",0
"3185",0
"3186",2
"3187",2
"3188",0
"3189",0
"3190",2
"3192",19
"3191",0
"3193",3
"3194",1
"3197",1
"3195",2
"3196",5
"3200",0
"3198",1
"3199",3
"3204",4
"3205",2
"3206",1
"3207",0
"3211",6
"3212",3
"3222",0
"3223",7
"3224",0
"3225",0
"3226",3
"3227",5
"3427",1
"3428",0
"3429",4
"3430",0
"3431",10
"3437",8
"3458",3
"3792",2
"3793",0
"3795",0
"3752",10
"3760",2
"3766",1
"3750",2
"3751",0
"3753",3
"3754",6
"3755",0
"3757",7
"3759",1
"3761",0
"3767",0
"3770",1
"3775",4
"3777",5
"3778",0
"3781",3
"3782",0
"3783",0
"3763",6
"3765",1
"3786",0
"3787",0
"3788",1
"3789",0
"3791",1
"3796",1
"3802",0
"3803",0
"3804",4
"3805",2
"3806",4
"3807",10
"3808",7
"3809",2
"3810",6
"3812",0
"3813",1
"3814",0
"3913",3
"3915",11
"3916",2
"3918",2
"3911",4
"3910",3
"3912",6
"3919",0
"3921",1
"3922",15
"3923",2
"3940",57
"3941",10
"3942",2
"3943",2
"3944",2
"3945",3
"3926",7
"3927",3
"3976",1
"3928",3
"3929",1
"3930",3
"3931",2
"3933",3
"3934",3
"3977",11
"3978",3
"3979",0
"3980",3
"3981",9
"3984",8
"3936",6
"3937",2
"3938",2
"3939",9
"3975",4
"3990",0
"3991",1
"3992",2
"3995",21
